term,label,definition,exact_synonym
http://purl.obolibrary.org/obo/XPO_0100885,abnormal m. subarcualis rectus I primordium,Abnormality of m. subarcualis rectus I primordium.,abnormality of m. subarcualis rectus I primordium
http://purl.obolibrary.org/obo/XPO_0107264,abnormal anterior side,Abnormality of anterior side.,abnormality of anterior side
http://purl.obolibrary.org/obo/XPO_0100973,abnormal dermal skeleton,Abnormality of dermal skeleton.,abnormality of dermal skeleton
http://purl.obolibrary.org/obo/XPO_0107352,abnormal morphology of posterior side ,Any structural anomaly of the posterior side.,abnormal shape of posterior side
http://purl.obolibrary.org/obo/XPO_0101890,abnormal morphology of organ part ,Any structural anomaly of the organ part.,abnormal shape of organ part
http://purl.obolibrary.org/obo/XPO_0100848,abnormal glossopharyngeal epibranchial placode,Abnormality of glossopharyngeal epibranchial placode.,abnormality of glossopharyngeal epibranchial placode
http://purl.obolibrary.org/obo/XPO_0107315,abnormal left inner ear,Abnormality of left inner ear.,abnormality of left inner ear
http://purl.obolibrary.org/obo/XPO_0107403,abnormal morphology of right inner ear ,Any structural anomaly of the right inner ear.,abnormal shape of right inner ear
http://purl.obolibrary.org/obo/XPO_0101589,abnormal blastocoel roof,Abnormality of blastocoel roof.,abnormality of blastocoel roof
http://purl.obolibrary.org/obo/XPO_0101677,abnormal morphology of trunk somite 12 ,Any structural anomaly of the trunk somite 12.,abnormal shape of trunk somite 12
http://purl.obolibrary.org/obo/XPO_0101765,abnormal morphology of solid compound organ ,Any structural anomaly of the solid compound organ.,abnormal shape of solid compound organ
http://purl.obolibrary.org/obo/XPO_0101853,abnormal morphology of membrane bone ,Any structural anomaly of the membrane bone.,abnormal shape of membrane bone
http://purl.obolibrary.org/obo/XPO_0101941,abnormal morphology of vegetal hemisphere ,Any structural anomaly of the vegetal hemisphere.,abnormal shape of vegetal hemisphere
http://purl.obolibrary.org/obo/XPO_0102594,abnormal morphology of dorsal thalamus ,Any structural anomaly of the dorsal thalamus.,abnormal shape of dorsal thalamus
http://purl.obolibrary.org/obo/XPO_0102682,abnormal morphology of caudal presomitic mesoderm ,Any structural anomaly of the caudal presomitic mesoderm.,abnormal shape of caudal presomitic mesoderm
http://purl.obolibrary.org/obo/XPO_0102770,abnormal morphology of m. rectus cervicus ,Any structural anomaly of the m. rectus cervicus.,abnormal shape of m. rectus cervicus
http://purl.obolibrary.org/obo/XPO_0101816,abnormal morphology of tooth ,Any structural anomaly of the tooth.,abnormal shape of tooth
http://purl.obolibrary.org/obo/XPO_0101904,abnormal morphology of coelom ,Any structural anomaly of the coelom.,abnormal shape of coelom
http://purl.obolibrary.org/obo/XPO_0102469,abnormal morphology of atrioventricular canal ,Any structural anomaly of the atrioventricular canal.,abnormal shape of atrioventricular canal
http://purl.obolibrary.org/obo/XPO_0102557,abnormal morphology of visceral pouch 5 ,Any structural anomaly of the visceral pouch 5.,abnormal shape of visceral pouch 5
http://purl.obolibrary.org/obo/XPO_0102645,abnormal morphology of ventral caudal lymphatic vessel ,Any structural anomaly of the ventral caudal lymphatic vessel.,abnormal shape of ventral caudal lymphatic vessel
http://purl.obolibrary.org/obo/XPO_0102733,abnormal morphology of posterior foregut ,Any structural anomaly of the posterior foregut.,abnormal shape of posterior foregut
http://purl.obolibrary.org/obo/XPO_0102821,abnormal morphology of forelimb bud ,Any structural anomaly of the forelimb bud.,abnormal shape of forelimb bud
http://purl.obolibrary.org/obo/XPO_0100100,abnormal muscle,Abnormality of muscle.,abnormality of muscle
http://purl.obolibrary.org/obo/XPO_0103298,absent liver primordium,Absence of liver primordium.,missing liver primordium
http://purl.obolibrary.org/obo/XPO_0103386,increased size of the myotome,An increase in the size of the myotome.,enlarged myotome
http://purl.obolibrary.org/obo/XPO_0103562,decreased length of archenteron,Decreased length or shortening of the archenteron.,short archenteron
http://purl.obolibrary.org/obo/XPO_0103650,Decreased number of migratory neural crest cell in the trunk region,The presence of a reduced number of migratory neural crest cell in the trunk region.,Reduced number of migratory neural crest cell in the trunk region
http://purl.obolibrary.org/obo/XPO_0102608,abnormal morphology of multiciliated cell ,Any structural anomaly of the multiciliated cell.,abnormal shape of multiciliated cell
http://purl.obolibrary.org/obo/XPO_0103349,decreased size of the mandibular arch,An abnormal reduction in the size of the mandibular arch.,abnormally small mandibular arch
http://purl.obolibrary.org/obo/XPO_0103437,decreased size of the left part of branchial arch skeleton,An abnormal reduction in the size of the left part of branchial arch skeleton.,abnormally small left part of branchial arch skeleton
http://purl.obolibrary.org/obo/XPO_0103613,abnormal number of hindlimb digits,Any structural anomaly that causes there to be an abnormal number hindlimb digit.,abnormal number of hindlimb digits
http://purl.obolibrary.org/obo/XPO_0103613,abnormal number of hindlimb digits,Any structural anomaly that causes there to be an abnormal number hindlimb digit.,altered number of hindlimb digits
http://purl.obolibrary.org/obo/XPO_0103701,abnormal bending of anterior neural tube ,Any abnormal bending of the anterior neural tube.,abnormally bending anterior neural tube
http://purl.obolibrary.org/obo/XPO_0103701,abnormal bending of anterior neural tube ,Any abnormal bending of the anterior neural tube.,abnormal bending of anterior neural tube
http://purl.obolibrary.org/obo/XPO_0100690,abnormal dorsal fin,Abnormality of dorsal fin.,abnormality of dorsal fin
http://purl.obolibrary.org/obo/XPO_0100389,abnormal cranial placode,Abnormality of cranial placode.,abnormality of cranial placode
http://purl.obolibrary.org/obo/XPO_0115787,abnormal duplication of forelimb digit 3 ,Any abnormal duplication of the forelimb digit 3.,abnormally duplicated forelimb digit 3
http://purl.obolibrary.org/obo/XPO_0100477,abnormal pericyte,Abnormality of pericyte.,abnormality of pericyte
http://purl.obolibrary.org/obo/XPO_0100565,abnormal pronephric kidney,Abnormality of pronephric kidney.,abnormality of pronephric kidney
http://purl.obolibrary.org/obo/XPO_0100653,abnormal myoblast,Abnormality of myoblast.,abnormality of myoblast
http://purl.obolibrary.org/obo/XPO_0100741,abnormal blastopore,Abnormality of blastopore.,abnormality of blastopore
http://purl.obolibrary.org/obo/XPO_0101394,abnormal parotic crest,Abnormality of parotic crest.,abnormality of parotic crest
http://purl.obolibrary.org/obo/XPO_0101482,abnormal sclerotome of tail somite 18,Abnormality of sclerotome of tail somite 18.,abnormality of sclerotome of tail somite 18
http://purl.obolibrary.org/obo/XPO_0101570,abnormal forelimb region,Abnormality of forelimb region.,abnormality of forelimb region
http://purl.obolibrary.org/obo/XPO_0100528,abnormal processus muscularis palatoquadrati,Abnormality of processus muscularis palatoquadrati.,abnormality of processus muscularis palatoquadrati
http://purl.obolibrary.org/obo/XPO_0100616,abnormal ventral blood island,Abnormality of ventral blood island.,abnormality of ventral blood island
http://purl.obolibrary.org/obo/XPO_0100704,abnormal Merkel cell,Abnormality of Merkel cell.,abnormality of Merkel cell
http://purl.obolibrary.org/obo/XPO_0101269,abnormal mesodermal cell,Abnormality of mesodermal cell.,abnormality of mesodermal cell
http://purl.obolibrary.org/obo/XPO_0101357,abnormal m. intermandibularis,Abnormality of m. intermandibularis.,abnormality of m. intermandibularis
http://purl.obolibrary.org/obo/XPO_0101445,abnormal sclerotome of trunk somite 10,Abnormality of sclerotome of trunk somite 10.,abnormality of sclerotome of trunk somite 10
http://purl.obolibrary.org/obo/XPO_0101533,abnormal simple cuboidal epithelium,Abnormality of simple cuboidal epithelium.,abnormality of simple cuboidal epithelium
http://purl.obolibrary.org/obo/XPO_0102098,abnormal morphology of limb bud ,Any structural anomaly of the limb bud.,abnormal shape of limb bud
http://purl.obolibrary.org/obo/XPO_0102186,abnormal morphology of hatching gland ,Any structural anomaly of the hatching gland.,abnormal shape of hatching gland
http://purl.obolibrary.org/obo/XPO_0102274,abnormal morphology of gustatory system ,Any structural anomaly of the gustatory system.,abnormal shape of gustatory system
http://purl.obolibrary.org/obo/XPO_0102362,abnormal morphology of m. subarcualis rectus I ,Any structural anomaly of the m. subarcualis rectus I.,abnormal shape of m. subarcualis rectus I
http://purl.obolibrary.org/obo/XPO_0102450,abnormal morphology of retinal stem cell ,Any structural anomaly of the retinal stem cell.,abnormal shape of retinal stem cell
http://purl.obolibrary.org/obo/XPO_0101408,abnormal nucleus of the diagonal band,Abnormality of nucleus of the diagonal band.,abnormality of nucleus of the diagonal band
http://purl.obolibrary.org/obo/XPO_0103191,abnormal morphology of claw of hindlimb digit 5 ,Any structural anomaly of the claw of hindlimb digit 5.,abnormal shape of claw of hindlimb digit 5
http://purl.obolibrary.org/obo/XPO_0102149,abnormal morphology of mineralized bone tissue ,Any structural anomaly of the mineralized bone tissue.,abnormal shape of mineralized bone tissue
http://purl.obolibrary.org/obo/XPO_0102237,abnormal morphology of prechordal plate ,Any structural anomaly of the prechordal plate.,abnormal shape of prechordal plate
http://purl.obolibrary.org/obo/XPO_0102325,abnormal morphology of vertebral centrum ,Any structural anomaly of the vertebral centrum.,abnormal shape of vertebral centrum
http://purl.obolibrary.org/obo/XPO_0102413,abnormal morphology of presumptive ectoderm ,Any structural anomaly of the presumptive ectoderm.,abnormal shape of presumptive ectoderm
http://purl.obolibrary.org/obo/XPO_0102501,abnormal morphology of m. transversus anterior primordium ,Any structural anomaly of the m. transversus anterior primordium.,abnormal shape of m. transversus anterior primordium
http://purl.obolibrary.org/obo/XPO_0103154,abnormal morphology of m. rectus posterior ,Any structural anomaly of the m. rectus posterior.,abnormal shape of m. rectus posterior
http://purl.obolibrary.org/obo/XPO_0103330,decreased size of the ceratobranchial IV,An abnormal reduction in the size of the ceratobranchial IV.,abnormally small ceratobranchial IV
http://purl.obolibrary.org/obo/XPO_0103029,"abnormal morphology of vegetal part, early involuting ","Any structural anomaly of the vegetal part, early involuting.","abnormal shape of vegetal part, early involuting"
http://purl.obolibrary.org/obo/XPO_0103117,abnormal morphology of descending interneuron ,Any structural anomaly of the descending interneuron.,abnormal shape of descending interneuron
http://purl.obolibrary.org/obo/XPO_0103205,abnormal morphology of peripheral vegetal yolk mass ,Any structural anomaly of the peripheral vegetal yolk mass.,abnormal shape of peripheral vegetal yolk mass
http://purl.obolibrary.org/obo/XPO_0101998,abnormal morphology of non-mineralized chondroid tissue ,Any structural anomaly of the non-mineralized chondroid tissue.,abnormal shape of non-mineralized chondroid tissue
http://purl.obolibrary.org/obo/XPO_0100194,abnormal preoptic area,Abnormality of preoptic area.,abnormality of preoptic area
http://purl.obolibrary.org/obo/XPO_0100282,abnormal pelvic girdle primordium,Abnormality of pelvic girdle primordium.,abnormality of pelvic girdle primordium
http://purl.obolibrary.org/obo/XPO_0100370,abnormal m. levator mandibulae longus internus primordium,Abnormality of m. levator mandibulae longus internus primordium.,abnormality of m. levator mandibulae longus internus primordium
http://purl.obolibrary.org/obo/XPO_0102878,abnormal morphology of Rohon-Beard neuron ,Any structural anomaly of the Rohon-Beard neuron.,abnormal shape of Rohon-Beard neuron
http://purl.obolibrary.org/obo/XPO_0102966,abnormal morphology of olfactory pit ,Any structural anomaly of the olfactory pit.,abnormal shape of olfactory pit
http://purl.obolibrary.org/obo/XPO_0100069,abnormal urinary system,Abnormality of urinary system.,abnormality of urinary system
http://purl.obolibrary.org/obo/XPO_0100157,abnormal optic tract,Abnormality of optic tract.,abnormality of optic tract
http://purl.obolibrary.org/obo/XPO_0100245,abnormal midbrain tegmentum,Abnormality of midbrain tegmentum.,abnormality of midbrain tegmentum
http://purl.obolibrary.org/obo/XPO_0100333,abnormal pronephric mesenchyme,Abnormality of pronephric mesenchyme.,abnormality of pronephric mesenchyme
http://purl.obolibrary.org/obo/XPO_0100421,abnormal dorsal lateral plate mesoderm,Abnormality of dorsal lateral plate mesoderm.,abnormality of dorsal lateral plate mesoderm
http://purl.obolibrary.org/obo/XPO_0101074,abnormal germinal vesicle,Abnormality of germinal vesicle.,abnormality of germinal vesicle
http://purl.obolibrary.org/obo/XPO_0101162,abnormal stromal cell,Abnormality of stromal cell.,abnormality of stromal cell
http://purl.obolibrary.org/obo/XPO_0101250,abnormal retinal cone cell,Abnormality of retinal cone cell.,abnormality of retinal cone cell
http://purl.obolibrary.org/obo/XPO_0102929,abnormal morphology of barrier cell ,Any structural anomaly of the barrier cell.,abnormal shape of barrier cell
